,,,,,,,,,,,,,325.630526105221,
2004,Chevrolet,Silverado 1500,LS,Extended Cab,ca,,85517,red,gray,merle stone chevrolet inc,7775,6400,1375,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
2004,Chevrolet,Silverado 1500,LT,Crew Cab,ca,3.8,146830,white,black,tri county auto sales llc,7675,8100,-425,Wed Jan 07 2015 12:30:00 GMT-0800 (PST)
2003,Chevrolet,Silverado 1500,SS,Extended Cab,ca,,173930,black,—,savarani motors,4775,5500,-725,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2003,Chevrolet,Silverado 1500,LT,Extended Cab,ca,1.9,139085,black,tan,access finance,5650,5600,50,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2002,Chevrolet,Silverado 1500,LT,Extended Cab,ca,,141019,gray,—,savarani motors,4675,5100,-425,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2002,Chevrolet,Silverado 1500,LS,Extended Cab,ca,2.9,115879,white,tan,bob baker jeep,4700,4800,-100,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2000,Chevrolet,Silverado 1500,LS,Extended Cab,ca,,282397,blue,—,premium auto wholesale,2500,1900,600,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2000,Chevrolet,Silverado 1500,LS,Extended Cab,ca,,161782,black,gray,weseloh chevrolet,3325,3900,-575,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LS,Crew Cab,tx,,102360,white,black,lawler motor sports inc,15300,16800,-1500,Wed Dec 17 2014 10:20:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LS,Extended Cab,nj,3.8,105223,white,black,ari,11700,11200,500,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,Work Truck,Extended Cab,tn,3.8,50622,white,gray,sullivan auto group llc,12350,14800,-2450,Tue Dec 23 2014 10:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Crew Cab,il,2.5,132252,silver,black,union leasing exchange llc,12650,11500,1150,Tue Dec 30 2014 10:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Crew Cab,il,3.5,47376,black,black,riverside auto sales inc,24700,24500,200,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Extended Cab,pr,3.7,65712,red,black,oriental bank,15650,13600,2050,Thu Jan 15 2015 03:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Crew Cab,la,,28156,black,—,courtesy chevrolet cadillac,30300,27000,3300,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LS,Extended Cab,tx,3.5,116818,white,black,donlen corporation,10800,11100,-300,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,Work Truck,Regular Cab,il,3.5,40857,gray,black,par north america,11850,10600,1250,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Crew Cab,wi,2,79728,blue,black,lake geneva chevrolet buick gmc,18200,14500,3700,Tue Dec 23 2014 10:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Crew Cab,az,,67009,black,black,town and country motors,20200,20200,0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,Work Truck,Extended Cab,mi,1.9,57910,red,black,santander consumer,11350,9800,1550,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LS,Crew Cab,nc,2.5,121297,red,black,crossroads ford inc,13250,13000,250,Mon Jan 05 2015 01:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,Work Truck,Extended Cab,oh,2,41290,red,black,hertz remarketing,12700,10700,2000,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Crew Cab,ca,2.5,39700,gray,gray,california fleet inc,22900,22000,900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Crew Cab,pa,4.9,30162,red,black,maritime motors of fairfield inc,26300,24000,2300,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Extended Cab,tx,2.8,216444,white,black,donlen corporation,15450,7900,7550,Tue Dec 23 2014 14:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,Work Truck,Regular Cab,fl,,153555,white,—,jon hall chevrolet inc,6825,6200,625,Wed Dec 17 2014 15:15:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LTZ,Crew Cab,il,,89759,gray,—,rizza buick gmc cadillac inc,23000,24000,-1000,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LTZ,Extended Cab,ga,3.7,37789,black,gray,best chevrolet,23000,26400,-3400,Thu Jan 15 2015 02:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LTZ,Crew Cab,sc,,72395,black,beige,pee dee auto buyers,24900,26500,-1600,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,Work Truck,Regular Cab,il,2,90797,black,gray,ally,11550,8200,3350,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Extended Cab,oh,2.8,46211,red,black,suntrust bank,21300,18400,2900,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Extended Cab,ny,,33259,gray,black,romeo chevrolet buick gmc llc,22500,23100,-600,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Extended Cab,tn,2,92290,black,tan,"jpmorgan chase bank,n.a.",17300,14300,3000,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Crew Cab,tx,,96728,white,—,lithia toyota of abilene,20200,15000,5200,Wed Dec 17 2014 10:20:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Extended Cab,pa,4.2,35374,black,black,wantz chevrolet inc,22300,22750,-450,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,Work Truck,Crew Cab,pa,4.6,44335,blue,black,wantz chevrolet inc,18550,21400,-2850,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Crew Cab,tx,,111115,white,gray,jerry's gm,18900,18000,900,Fri Dec 19 2014 14:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Extended Cab,ne,2.5,65857,black,black,larson motors inc,19400,18500,900,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,Work Truck,Extended Cab,mn,2.8,35536,white,black,select lane,17850,15700,2150,Thu Dec 18 2014 10:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Extended Cab,pa,4.9,37544,black,black,loehmann blasius chevrolet inc,22800,27000,-4200,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Extended Cab,in,,36994,white,black,garlitch ford chrysler dodge jeep,22200,22900,-700,Thu Dec 18 2014 10:10:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LTZ,Crew Cab,mn,4.4,43753,red,black,select lane,28100,26800,1300,Tue Dec 30 2014 10:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 1500,LT,Extended Cab,co,,100033,black,black,alpine buick gmc llc,16200,11500,4700,Wed Dec 17 2014 11:45:00 GMT-0800 (PST)
2007,Chevrolet,Silverado 1500 Classic,LS,Extended Cab,ca,,244669,white,—,care fox autowhole sale,1600,3550,-1950,Wed Dec 17 2014 11:30:00 GMT-0800 (PST)
2007,Chevrolet,Silverado 1500 Classic,LS2,Crew Cab,ca,,76412,gray,—,walters auto sales/service inc,13500,13750,-250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Chevrolet,Silverado 1500 Classic,LT3,Crew Cab,ca,2.9,158421,white,gray,tradewinds remarketing,9900,9300,600,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Chevrolet,Silverado 1500 Classic,LS,Extended Cab,ca,2.9,210987,white,gray,global trade,2675,5600,-2925,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Chevrolet,Silverado 1500 Classic,LS,Extended Cab,ca,2,112794,red,silver,the car exchange,6500,11750,-5250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Chevrolet,Silverado 1500 Classic,LS2,Crew Cab,ca,3.4,252601,gray,gray,premium auto wholesale,4250,5000,-750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2002,Chevrolet,Silverado 1500HD,LS,Crew Cab,ca,1.9,161157,white,black,california fleet inc,4800,3100,1700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2001,Chevrolet,Silverado 1500HD,LS,Crew Cab,ca,2.8,355898,gray,black,gosch ford,525,2600,-2075,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2014,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,ca,3.6,8742,white,gray,"enterprise fleet management exchange, inc.",34000,34000,0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2012,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,ca,2.9,38079,white,—,merchants automotive group,24900,24750,150,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2012,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,ca,2.9,61464,white,black,merchants automotive group,22600,22500,100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,ca,3,113585,white,beige,tradewinds remarketing,30300,30000,300,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,ca,2.8,51189,white,black,merchants automotive group,21200,22750,-1550,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2009,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,ca,3.6,38822,white,gray,"enterprise fleet management exchange, inc.",22200,20000,2200,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2009,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,ca,2.9,39498,white,gray,"enterprise fleet management exchange, inc.",22100,21000,1100,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2008,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,ca,3.8,63421,red,black,motor city buick gmc,29100,36000,-6900,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2007,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,ca,2.4,42264,red,black,aaero sweet company,21000,25500,-4500,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2007,Chevrolet,Silverado 2500HD,Work Truck,Regular Cab,ca,,64300,red,—,symbolic motor cars,9050,8500,550,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2006,Chevrolet,Silverado 2500HD,LT3,Crew Cab,ca,1.9,160509,white,black,premium auto wholesale,16000,13100,2900,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Chevrolet,Silverado 2500HD,LS,Crew Cab,ca,,194988,white,—,james family auto sales,9425,10500,-1075,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Chevrolet,Silverado 2500HD,LS,Crew Cab,ca,2,221423,white,gray,tradewinds remarketing,11550,11250,300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2005,Chevrolet,Silverado 2500HD,Base,Extended Cab,ca,1.9,170875,blue,silver,stg auto group,5050,2300,2750,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
2004,Chevrolet,Silverado 2500HD,LS,Crew Cab,ca,3.4,121125,white,gray,inland chevrolet,11850,9700,2150,Thu Jan 08 2015 12:00:00 GMT-0800 (PST)
2004,Chevrolet,Silverado 2500HD,LT,Crew Cab,ca,2,119798,black,gray,jimmie johnson kearny mesa chevrolet,17100,8750,8350,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
2003,Chevrolet,Silverado 2500HD,Base,Crew Cab,ca,,91091,blue,—,c j autobrokers,10750,10500,250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2002,Chevrolet,Silverado 2500HD,LS,Crew Cab,ca,,153644,white,—,sierra auto investment co,10450,12000,-1550,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2001,Chevrolet,Silverado 2500HD,LS,Extended Cab,ca,,144497,gray,—,apex auto wholesale - gary,5125,6200,-1075,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,ca,4.2,31346,white,gray,"enterprise fleet management exchange, inc.",32900,33250,-350,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2008,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,ca,3.6,124944,white,black,aaero sweet company,24700,27500,-2800,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2007,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,ca,1.9,91511,black,black,stg auto group,17750,17900,-150,Wed Dec 17 2014 12:00:00 GMT-0800 (PST)
2006,Chevrolet,Silverado 2500HD,LS,Extended Cab,ca,2.5,194846,white,gray,auto finance solutions,5500,3700,1800,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2005,Chevrolet,Silverado 2500HD,Base,Crew Cab,ca,,195141,silver,black,merle stone chevrolet inc,12450,15500,-3050,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
2003,Chevrolet,Silverado 2500HD,LS,Extended Cab,ca,,141108,blue,gray,merle stone chevrolet inc,9100,8500,600,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
2002,Chevrolet,Silverado 2500HD,Base,Crew Cab,ca,,141961,white,—,apex auto wholesale - gary,10850,12700,-1850,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,tx,4.5,15526,white,black,ars/express car and truck rental inc,42100,42300,-200,Tue Dec 23 2014 14:00:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,pa,5,1718,white,black,gm remarketing,43200,44000,-800,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,mn,4.4,20045,white,gray,capps rent a car,37400,36300,1100,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,az,2.8,21914,white,gray,capps rent a car,38500,37500,1000,Tue Dec 30 2014 00:00:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,pa,5,1238,white,black,gm remarketing,43200,44000,-800,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,ne,4.2,21531,black,black,husker auto group inc,46700,44500,2200,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,pa,4,1769,white,black,tdaf remarketing,43900,43500,400,Fri Jan 23 2015 01:00:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,az,4.9,10256,white,gray,capps rent a car,38500,39000,-500,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,mn,3.5,17787,white,gray,capps rent a car,37700,35500,2200,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,az,3.4,17898,white,black,capps rent a car,38400,38500,-100,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,tx,3.7,23323,white,gray,capps rent a car,38600,37800,800,Wed Jan 07 2015 10:05:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,az,4.8,17186,white,gray,capps rent a car,38500,38700,-200,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,tx,,84529,gray,gray,jerry's hyundai,26200,26800,-600,Fri Dec 19 2014 14:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,LT,Crew Cab,pa,,85921,gray,—,t l c auto sales inc,21000,23900,-2900,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,mn,3.5,80694,beige,black,ari,19150,21800,-2650,Tue Dec 23 2014 10:45:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,ca,4.1,84995,white,beige,aaero sweet company,33600,34400,-800,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,Work Truck,Extended Cab,tx,2.7,65082,silver,black,leasing associates inc,14650,16500,-1850,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,Work Truck,Extended Cab,pa,3.7,37264,black,black,loehmann blasius chevrolet inc,28200,28700,-500,Fri Feb 13 2015 01:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,Work Truck,Extended Cab,tx,,144286,white,—,all american chevrolet of midland,11300,10100,1200,Fri Dec 19 2014 10:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,Work Truck,Extended Cab,tx,2,102693,white,black,explorer pipeline services co,14350,9300,5050,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,la,,141446,black,—,courtesy chevrolet cadillac,19900,18800,1100,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,Work Truck,Extended Cab,tx,2.5,105924,white,black,remarketing by ge/ak&y enterprises inc,14150,11000,3150,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,LT,Crew Cab,oh,4.6,85109,black,black,exceptional motorcar llc,28600,29100,-500,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,la,2.7,90844,silver,gray,union leasing exchange llc,18500,17700,800,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 2500HD,Work Truck,Crew Cab,la,2.1,120478,silver,gray,union leasing exchange llc,17650,16100,1550,Wed Dec 31 2014 10:00:00 GMT-0800 (PST)
2004,Chevrolet,Silverado 3500,LT,Crew Cab,ca,3,167347,silver,gray,tradewinds remarketing,15300,13000,2300,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2003,Chevrolet,Silverado 3500,LS,Crew Cab,ca,,246407,gray,tan,liberty chevrolet,7450,7500,-50,Thu Dec 18 2014 13:00:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 3500HD,LT,Crew Cab,ut,2.8,111185,white,black,auto focus inc,26300,23500,2800,Wed Jan 07 2015 11:30:00 GMT-0800 (PST)
2011,Chevrolet,Silverado 3500HD,Work Truck,Crew Cab,pa,2.9,72471,white,black,loehmann blasius chevrolet inc,22700,26250,-3550,Fri Dec 19 2014 09:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,SL-Class,SL550,Convertible,ca,4.5,19491,black,black,mercedes benz of bakersfield,57400,58750,-1350,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,SL-Class,SL550,Convertible,ca,3.9,26776,silver,black,sports trend auto sales,58400,20500,37900,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2008,Mercedes-Benz,SL-Class,SL550,Convertible,ca,3.5,56519,silver,black,caseys cars inc,26800,25250,1550,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2007,Mercedes-Benz,SL-Class,SL550,Convertible,ca,4.4,53062,red,beige,desert auto trade,24500,27750,-3250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2005,Mercedes-Benz,SL-Class,SL55 AMG,Convertible,ca,3.7,55412,black,gray,symbolic motor cars,22900,24000,-1100,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2004,Mercedes-Benz,SL-Class,SL500,Convertible,ca,4.1,48033,blue,beige,mercedes benz of laguna niguel,17600,19500,-1900,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2003,Mercedes-Benz,SL-Class,SL500,Convertible,ca,1.9,94256,silver,black,veros credit,11700,6500,5200,Tue Dec 23 2014 12:00:00 GMT-0800 (PST)
2002,Mercedes-Benz,SL-Class,SL500,Convertible,ca,3.7,63605,silver,gray,high bid trading co inc,10050,14250,-4200,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
1994,Mercedes-Benz,SL-Class,SL500,Convertible,ca,2,119802,gray,beige,capistrano volkswagen,2175,2300,-125,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2011,Mercedes-Benz,SL-Class,SL550,Convertible,ca,3.5,63586,black,gray,mercedes-benz finc wholesale advantage,46400,39250,7150,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2004,Mercedes-Benz,SL-Class,SL500,Convertible,ca,,73848,black,—,mercedes benz of san francisco,14400,15500,-1100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2003,Mercedes-Benz,SL-Class,SL500,Convertible,ca,2.7,74717,blue,gray,lexus of stevens creek,13200,11500,1700,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2001,Mercedes-Benz,SL-Class,SL500,Convertible,ca,4.2,86017,silver,gray,bob baker jeep,8975,7800,1175,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Mercedes-Benz,SLK-Class,SLK350,Convertible,ca,4.4,8470,black,—,mercedes-benz finc wholesale advantage,44700,37000,7700,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2009,Mercedes-Benz,SLK-Class,SLK350,Convertible,ca,3.5,97527,black,black,san diego sports cars,14200,14000,200,Wed Jan 07 2015 12:15:00 GMT-0800 (PST)
2005,Mercedes-Benz,SLK-Class,SLK350,Convertible,ca,3.6,48330,silver,black,santander consumer,13400,12900,500,Fri Dec 26 2014 15:00:00 GMT-0800 (PST)
2002,Mercedes-Benz,SLK-Class,SLK320,Convertible,ca,2.3,69167,silver,gray,san diego sports cars,7975,7500,475,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,Mercedes-Benz,SLK-Class,SLK350,Convertible,ca,4.9,42069,white,beige,mercedes-benz finc wholesale advantage,29400,34000,-4600,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Mercedes-Benz,SLK-Class,SLK350,Convertible,ca,4.3,8684,black,black,mercedes-benz financial services,32900,31500,1400,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2011,Mercedes-Benz,SLK-Class,SLK300,Convertible,ca,3.7,37528,black,black,mercedes-benz financial services,25200,24500,700,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2007,Mercedes-Benz,SLK-Class,SLK280,Convertible,ca,2.5,76682,red,beige,high bid trading co inc,11650,11000,650,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2001,Mercedes-Benz,SLK-Class,SLK230,Convertible,ca,,118334,black,—,mercedes benz of san francisco,4350,4100,250,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2011,Mercedes-Benz,SLS AMG,Base,Coupe,ca,4.1,22128,gray,black,jba motors llc,123000,117800,5200,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2008,Pontiac,Solstice,Base,Convertible,ca,3,65475,red,gray,remarketing by ge/chase lease remarketing co,6700,6600,100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2007,Pontiac,Solstice,GXP,Convertible,ca,,68567,white,—,marios auto wholesale,6050,7500,-1450,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2015,Hyundai,Sonata,SE,Sedan,ca,,8311,red,—,avis tra,15200,4200,11000,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2015,Hyundai,Sonata,SE,Sedan,ca,,9281,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,15150,8500,6650,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2015,Hyundai,Sonata,SE,Sedan,ca,,9208,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,15700,10000,5700,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,4.3,54830,silver,gray,avis rac/san leandro,10950,11500,-550,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,3.9,36416,blue,gray,enterprise vehicle exchange/orange,12150,11400,750,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,3.6,28231,gray,gray,gm financial,12650,13400,-750,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,3.5,41888,gray,gray,avis corporation,11800,11900,-100,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,Limited,Sedan,ca,3.7,35428,black,beige,hyundai motor finance,16000,16200,-200,Tue Jan 13 2015 04:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,Limited,Sedan,ca,4.3,18479,white,burgundy,hyundai motor america/co car,16900,18100,-1200,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,1,48510,white,tan,hertz/tra,11350,6500,4850,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,3.7,36194,silver,gray,avis rac/san leandro,12150,13200,-1050,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,3.8,34745,white,tan,avis corporation,12250,12700,-450,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,3.4,50160,blue,gray,avis rac/san leandro,11500,11900,-400,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,3.7,39062,blue,gray,avis corporation,12000,12200,-200,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,2,44135,gray,gray,fox rent a car tra,11650,8400,3250,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,2.8,32387,silver,gray,skyhigh remarketing inc,12400,9750,2650,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,4.2,40593,white,beige,enterprise veh exchange/rental,11900,12000,-100,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,Limited,Sedan,ca,3.9,45991,gray,gray,hyundai motor america/co car,15750,17200,-1450,Tue Feb 17 2015 04:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,3.7,37154,black,gray,hyundai motor finance,12400,12100,300,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,4.3,22033,silver,gray,hyundai motor finance,13050,13700,-650,Tue Dec 16 2014 12:00:00 GMT-0800 (PST)
2013,Hyundai,Sonata,GLS,Sedan,ca,4.4,36991,white,beige,avis rac/san leandro,12100,13400,-1300,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
