rev_Mean,mou_Mean,totmrc_Mean,da_Mean,ovrmou_Mean,ovrrev_Mean,vceovr_Mean,datovr_Mean,roam_Mean,change_mou,change_rev,drop_vce_Mean,drop_dat_Mean,blck_vce_Mean,blck_dat_Mean,unan_vce_Mean,unan_dat_Mean,plcd_vce_Mean,plcd_dat_Mean,recv_vce_Mean,recv_sms_Mean,comp_vce_Mean,comp_dat_Mean,custcare_Mean,ccrndmou_Mean,cc_mou_Mean,inonemin_Mean,threeway_Mean,mou_cvce_Mean,mou_cdat_Mean,mou_rvce_Mean,owylis_vce_Mean,mouowylisv_Mean,iwylis_vce_Mean,mouiwylisv_Mean,peak_vce_Mean,peak_dat_Mean,mou_peav_Mean,mou_pead_Mean,opk_vce_Mean,opk_dat_Mean,mou_opkv_Mean,mou_opkd_Mean,drop_blk_Mean,attempt_Mean,complete_Mean,callfwdv_Mean,callwait_Mean,churn,months,uniqsubs,actvsubs,new_cell,crclscod,asl_flag,totcalls,totmou,totrev,adjrev,adjmou,adjqty,avgrev,avgmou,avgqty,avg3mou,avg3qty,avg3rev,avg6mou,avg6qty,avg6rev,prizm_social_one,area,dualband,refurb_new,hnd_price,phones,models,hnd_webcap,truck,rv,ownrent,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays,Customer_ID
74,148,80,0,12,3,3,0,0,49,10,2,0,1,0,5,0,44,0,50,1,37,0,0,0,0,42,0,46,0,28,18,17,4,8,38,0,55,0,12,0,19,0,3,44,37,0,0,0,40,3,3,U,A,N,3556,8921,1915,1883,8907,3548,48,228,91,132,63,70,157,71,69,U,SOUTHWEST AREA,Y,N,60,2,2,WCMB,0,0,O,4,S,M,2,M,6,1,C,A,0,H,U,U,Y,U,Y,Y,222,1004245
17,7,17,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,36,1,1,Y,C,N,103,229,675,616,189,81,18,6,2,10,5,18,5,3,17,T,NEW ENGLAND AREA,Y,N,150,2,2,WCMB,1,0,O,7,M,U,2,M,6,1,B,B,0,I,U,U,U,U,U,N,274,1004251
30,139,30,0,0,0,0,0,0,-28,0,1,0,2,0,19,0,71,0,13,0,49,0,0,2,2,4,0,90,0,28,16,9,4,8,50,0,90,0,12,0,29,0,3,71,49,0,0,0,38,1,1,N,A,N,2221,4698,1264,1197,4662,2197,33,130,61,148,64,30,105,44,30,U,SOUTH FLORIDA AREA,Y,N,200,7,3,WCMB,0,0,O,15,S,M,5,M,6,1,C,A,1,S,U,U,U,U,Y,Y,78,1004252
37,206,30,0,15,6,6,0,1,-39,-7,2,0,1,0,15,0,77,0,14,0,58,0,0,0,0,5,0,77,0,25,1,0,0,0,66,0,92,0,7,0,10,0,3,77,58,0,1,0,36,2,2,N,A,N,3485,6881,1513,1464,6822,3455,43,201,102,219,107,39,222,103,42,T,HOUSTON AREA,Y,N,30,1,1,WC,1,1,O,1,S,A,3,M,8,1,B,A,0,F,U,U,U,U,U,Y,1096,1004254
5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,1,U,A,N,8710,15834,1445,1345,15234,8370,42,476,262,0,0,5,0,0,5,U,NEW YORK CITY AREA,N,N,80,2,2,WC,1,1,O,2,S,M,2,M,7,2,C,A,0,N,U,U,U,Y,Y,Y,649,1004265
39,541,45,0,10,4,4,0,0,136,11,4,0,0,0,54,0,176,0,70,0,120,0,0,5,4,35,0,208,0,176,32,43,8,24,55,0,119,0,127,0,265,0,4,176,120,0,0,1,38,2,1,Y,B,N,6907,16807,1317,1278,16775,6890,34,453,186,495,177,35,604,242,50,C,NEW YORK CITY AREA,Y,N,200,4,4,WCMB,0,0,O,12,S,S,4,M,6,1,C,A,0,O,U,U,U,U,U,Y,488,1004268
31,14,30,0,0,0,0,0,1,10,-1,0,0,0,0,2,0,10,0,0,0,8,0,0,0,0,0,0,6,0,0,1,1,0,0,6,0,6,0,2,0,1,0,0,10,8,0,0,1,36,1,1,Y,A,N,944,1989,1352,1317,1962,924,38,56,26,11,7,31,11,8,31,U,NEW YORK CITY AREA,Y,N,30,1,1,WC,0,0,R,7,M,S,3,M,3,1,H,H,1,N,U,U,U,U,U,Y,1094,1004281
47,305,30,0,40,16,16,0,0,-147,-17,4,0,0,0,14,0,86,0,90,0,71,0,0,1,1,41,0,82,0,139,37,35,15,25,106,0,138,0,49,0,83,0,4,86,71,0,0,1,34,1,1,Y,A,N,5018,6951,1212,1157,6797,4896,36,212,153,354,229,52,335,234,48,U,NEW YORK CITY AREA,N,N,30,2,2,WC,0,0,O,7,M,S,3,M,3,2,C,E,0,D,U,U,U,U,U,Y,390,1004283
56,247,52,0,0,0,0,0,0,57,7,1,0,0,0,36,0,79,0,24,0,43,0,0,2,2,21,0,186,0,6,11,6,2,1,40,0,170,0,12,0,23,0,1,79,43,0,0,1,36,2,2,N,BA,N,1948,9554,2178,1892,9479,1917,56,279,56,228,61,53,226,64,52,U,NEW YORK CITY AREA,Y,N,150,5,3,WCMB,0,0,O,1,S,M,4,M,7,2,C,A,0,U,U,U,Y,Y,U,Y,441,1004285
61,70,70,0,0,0,0,0,0,-1,-1,0,0,1,0,8,0,33,0,15,0,24,0,0,0,0,12,0,13,0,10,13,8,8,5,19,0,12,0,21,0,12,0,1,33,24,0,1,1,34,2,2,U,BA,N,7045,16317,2521,2253,16294,7030,70,509,220,70,47,61,164,93,61,C,NORTH FLORIDA AREA,Y,N,150,2,2,WCMB,0,0,O,2,M,S,2,M,9,1,C,G,0,I,U,U,U,U,U,Y,585,1004286
60,304,30,3,75,26,26,0,0,29,-4,5,0,1,0,65,0,186,0,10,0,115,0,2,6,5,4,0,212,0,25,13,17,1,1,95,0,179,0,29,0,57,0,6,186,115,0,0,0,34,2,1,U,A,N,3382,6905,1328,1279,6786,3315,40,212,104,294,124,61,242,99,46,C,GREAT LAKES AREA,Y,N,30,1,1,WC,0,0,O,7,M,B,1,M,6,2,C,B,0,N,U,U,U,U,U,Y,1032,1004287
80,408,50,0,0,0,0,0,30,79,-28,6,0,3,0,19,0,97,0,14,0,70,0,0,0,0,5,0,207,0,26,10,11,4,10,67,0,198,0,15,0,36,0,9,97,70,0,0,0,38,1,1,N,A,N,3386,14415,2488,2432,14372,3372,66,388,91,382,115,89,471,129,83,S,SOUTH FLORIDA AREA,Y,N,200,2,2,WCMB,1,1,O,12,S,M,2,M,9,1,C,A,1,N,U,Y,Y,U,U,Y,137,1004288
85,1729,88,0,17,4,4,0,0,264,-1,9,0,0,0,9,0,271,0,362,0,257,0,0,0,0,130,0,385,0,923,51,96,41,144,371,0,707,0,239,0,601,0,9,271,257,0,7,0,34,1,1,N,BA,N,20439,40795,3859,3769,40354,20205,118,1261,631,1641,617,85,1570,621,109,S,NEW YORK CITY AREA,N,N,30,1,1,WC,1,0,O,4,S,S,3,M,6,2,C,A,0,R,U,U,U,U,U,Y,1031,1004289
151,2696,86,1,359,90,90,0,0,516,43,21,0,0,0,136,0,816,0,278,0,664,0,1,2,1,167,3,1355,0,587,72,52,31,55,424,0,903,0,459,0,1038,0,22,816,664,0,1,0,40,1,1,U,Z,N,20457,49174,3730,3671,49122,20433,94,1260,524,2524,813,137,2503,885,114,S,NEW YORK CITY AREA,Y,N,150,8,4,WCMB,0,0,O,4,S,M,2,M,6,1,C,A,0,H,Y,U,U,U,U,Y,215,1004293
98,773,50,0,116,35,35,0,0,-61,-32,13,0,19,0,64,0,284,0,148,0,194,0,0,0,0,78,0,265,0,202,32,52,18,21,164,0,222,0,173,0,245,0,32,284,194,0,3,0,34,1,1,Y,B,N,10876,25119,3548,3452,24892,10738,108,778,336,793,453,109,737,390,99,C,SOUTH FLORIDA AREA,N,R,30,4,3,WC,0,0,O,3,S,A,4,M,6,1,C,A,0,U,U,U,U,U,U,Y,451,1004294
119,1425,46,0,111,39,39,0,0,7,93,14,0,12,0,42,0,246,0,155,0,184,0,3,15,14,51,1,649,0,529,69,162,30,135,115,0,301,0,205,0,878,0,26,246,184,0,0,0,38,1,1,Y,A,N,7764,24471,2012,1975,24453,7756,53,661,210,1423,320,88,1241,279,64,U,NEW YORK CITY AREA,Y,N,130,2,2,WCMB,1,1,O,4,M,S,2,M,4,1,I,C,0,H,U,U,U,U,U,Y,579,1004297
50,194,50,0,0,0,0,0,0,-46,0,1,0,1,0,6,0,34,0,1,0,27,0,0,0,0,1,0,184,0,1,0,0,0,0,17,0,98,0,11,0,87,0,1,34,27,0,0,1,38,1,1,U,A,N,1221,8914,1938,1875,8823,1198,51,238,32,209,25,50,173,23,50,U,DALLAS AREA,Y,N,30,1,1,WC,0,0,O,2,S,M,2,M,7,2,C,A,0,H,U,U,U,U,U,Y,1139,1004301
38,262,40,0,22,8,8,0,0,48,15,1,0,0,0,18,0,104,0,1,0,84,0,0,0,0,0,0,204,0,1,0,0,0,0,67,0,118,0,18,0,87,0,1,104,84,0,0,0,34,1,1,U,EA,N,1571,4230,1118,1100,4230,1571,33,128,48,246,79,33,218,79,32,T,NORTH FLORIDA AREA,N,N,30,2,2,WC,0,0,O,14,S,M,4,M,7,1,C,A,1,G,U,U,Y,U,U,Y,852,1004306
40,617,38,2,0,0,0,0,0,3,0,1,0,4,0,90,0,254,0,112,0,159,0,5,7,5,70,0,234,0,127,16,14,24,26,142,0,139,0,128,0,222,0,5,254,159,0,4,1,36,1,1,Y,A,N,11713,18768,1631,1425,18377,11463,42,540,337,616,359,40,552,330,42,C,CENTRAL/SOUTH TEXAS AREA,Y,N,130,3,3,WCMB,1,1,O,15,S,M,3,M,7,2,I,A,0,H,U,U,U,U,Y,Y,463,1004311
51,557,50,0,5,1,1,0,0,-12,-1,4,0,0,0,4,0,154,0,100,0,147,0,3,4,2,41,0,282,0,167,41,80,37,56,209,0,392,0,37,0,56,0,4,154,147,0,1,1,40,2,2,Y,B,N,9829,20003,2030,1950,19689,9679,51,518,255,561,291,52,556,282,51,U,NEW YORK CITY AREA,Y,N,30,2,2,WC,1,0,O,1,S,M,5,M,9,2,C,A,0,G,U,U,U,U,U,Y,1077,1004313
17,320,10,2,16,6,6,0,0,-139,-7,5,0,4,0,40,0,149,0,10,0,100,0,0,0,0,6,0,308,0,12,26,23,6,10,87,0,224,0,21,0,96,0,9,149,100,0,0,0,40,2,2,U,A,N,2687,12154,1616,1516,11896,2655,40,313,70,366,107,20,268,88,15,S,CENTRAL/SOUTH TEXAS AREA,Y,N,30,1,1,WC,0,0,O,2,S,M,2,M,9,3,C,A,0,N,Y,U,U,U,U,Y,1198,1004314
37,86,30,0,0,0,0,0,0,31,1,0,0,1,0,2,0,23,0,6,0,20,0,0,0,0,2,0,33,0,27,8,9,1,0,16,0,33,0,10,0,27,0,1,23,20,0,0,0,36,1,1,U,B,N,2164,5275,1715,1647,5222,2140,48,154,63,76,35,36,77,33,43,S,DALLAS AREA,Y,R,10,5,2,WC,0,0,O,15,S,S,4,M,3,3,C,A,0,N,U,U,U,U,U,Y,178,1004315
60,956,60,3,31,9,9,0,0,-202,-12,9,0,7,0,42,0,227,0,117,0,174,0,3,3,2,43,0,323,0,307,34,23,22,53,172,0,364,0,114,0,266,0,16,227,174,0,3,1,38,3,3,U,A,N,11271,29691,2513,2441,29217,11095,70,835,317,1023,335,64,1100,374,61,S,SOUTH FLORIDA AREA,Y,N,200,3,3,WCMB,1,0,O,4,S,M,3,M,7,2,C,A,0,N,U,U,U,Y,U,Y,388,1004318
36,410,35,0,0,0,0,0,0,-61,-1,11,0,1,0,27,0,127,0,103,0,95,0,1,1,1,51,0,119,0,288,15,10,1,1,69,0,92,0,112,0,315,0,12,127,95,0,3,1,40,1,1,Y,A,N,11442,22256,1661,1618,22152,11392,42,568,292,430,202,36,490,236,36,U,CALIFORNIA NORTH AREA,N,N,130,3,3,WCMB,0,0,O,1,S,U,3,M,7,2,I,A,0,O,U,U,U,U,U,Y,457,1004320
97,677,95,0,50,12,12,0,0,57,-12,8,0,3,0,24,0,232,0,93,0,198,0,0,0,0,47,0,306,0,154,78,68,29,53,170,0,296,0,111,0,163,0,12,232,198,0,9,0,40,3,3,Y,A,N,7714,18810,2682,2622,18659,7620,69,491,200,658,285,102,747,321,112,S,SOUTH FLORIDA AREA,Y,N,200,6,5,WCMB,0,0,O,4,S,M,4,M,9,1,C,A,0,H,U,U,U,U,Y,Y,128,1004322
92,516,85,3,2,1,0,1,4,227,3,7,0,0,0,26,0,143,2,40,0,112,1,1,4,4,19,0,272,1,81,33,41,9,32,111,0,296,0,33,1,58,1,7,144,113,0,0,0,38,3,2,N,A,N,5530,16563,2764,2710,16414,5470,77,469,156,441,143,91,549,172,99,S,NEW YORK CITY AREA,T,N,200,3,3,WCMB,0,0,O,2,M,B,1,M,6,1,C,J,0,I,U,U,U,U,U,Y,28,1004323
27,484,30,0,7,2,2,0,0,-40,3,0,0,99,0,159,0,397,0,73,0,139,0,1,3,2,42,0,208,0,92,17,11,20,25,74,0,63,0,138,0,237,0,99,397,139,0,1,0,36,1,1,Y,B,N,6439,13154,1104,1076,13111,6433,31,375,184,498,260,26,459,244,25,S,CENTRAL/SOUTH TEXAS AREA,Y,N,150,4,4,WCMB,0,0,O,2,S,M,1,M,9,2,C,A,0,N,U,U,U,U,U,Y,48,1004327
37,314,35,0,0,0,0,0,0,-50,-1,1,0,1,0,14,0,91,0,74,0,75,0,0,0,0,47,0,60,0,113,31,20,22,16,57,0,71,0,92,0,101,0,2,91,75,0,0,0,34,3,3,Y,A,N,7277,15729,1270,1225,15604,7200,40,503,232,331,212,37,404,219,40,S,MIDWEST AREA,Y,N,80,3,3,WCMB,0,0,O,2,S,M,2,M,7,1,I,A,0,H,U,U,U,U,U,Y,690,1004330
60,382,45,0,67,23,23,0,2,0,13,4,0,4,0,18,0,127,0,11,0,101,0,0,0,0,1,0,264,0,39,14,14,1,2,93,0,249,0,19,0,54,0,9,127,101,0,0,0,38,2,2,U,A,N,6235,19881,3090,2920,19577,6121,81,544,170,382,121,56,438,134,75,T,OHIO AREA,Y,R,30,4,3,WCMB,0,0,O,1,S,M,2,M,6,2,C,A,0,S,Y,Y,Y,U,U,Y,238,1004332
46,983,45,0,0,0,0,0,0,317,2,14,0,2,0,2,0,129,0,96,0,118,0,1,2,1,28,0,376,0,496,33,116,23,159,155,0,664,0,53,0,208,0,16,129,118,0,7,1,34,2,2,Y,BA,N,4021,15604,1144,1079,15496,4003,49,704,182,878,235,46,832,205,46,S,NEW YORK CITY AREA,N,N,80,3,3,WC,0,0,O,9,M,S,3,M,9,1,C,B,1,S,U,U,U,Y,Y,Y,573,1004334
121,842,50,4,224,67,67,0,0,-1,0,10,0,1,0,24,0,195,0,150,0,164,0,1,3,3,93,0,314,0,252,56,50,10,40,211,0,489,0,54,0,76,0,11,195,164,0,0,1,38,1,1,Y,C,N,11695,27688,3475,3394,27544,11625,94,765,323,843,360,121,748,302,101,S,SOUTHWEST AREA,Y,N,200,3,3,WCMB,1,1,O,1,S,B,1,M,6,2,C,A,0,N,U,U,U,U,U,Y,267,1004346
53,900,60,0,0,0,0,0,0,262,-2,4,0,13,0,88,0,454,0,189,0,352,0,2,3,2,135,0,248,0,167,91,60,54,43,180,0,176,0,359,0,240,0,17,454,352,0,7,1,34,1,1,Y,C,N,14981,21254,1875,1795,20987,14782,56,656,462,813,542,54,841,562,51,C,CENTRAL/SOUTH TEXAS AREA,Y,N,200,5,5,WCMB,0,0,R,3,S,S,2,M,9,1,C,A,0,U,U,U,U,U,U,Y,308,1004354
35,74,30,1,0,0,0,0,1,-32,0,0,0,2,0,8,0,51,0,0,0,41,0,1,1,1,0,0,58,0,0,0,0,0,0,22,0,28,0,19,0,31,0,2,51,41,0,0,1,40,1,1,U,A,N,1514,2969,1401,1365,2961,1511,35,76,39,84,39,35,74,36,34,S,SOUTH FLORIDA AREA,Y,N,130,2,2,WCMB,0,0,O,3,S,M,4,M,9,2,I,B,0,D,U,U,U,U,U,Y,533,1004355
42,117,30,0,0,0,0,0,12,-32,-11,1,0,0,0,11,0,40,0,1,0,28,0,0,0,0,1,0,62,0,0,3,2,0,0,15,0,42,0,14,0,19,0,1,40,28,0,0,0,36,1,1,Y,B,N,1173,3207,1276,1234,3167,1156,37,96,35,127,42,46,116,36,40,S,NEW ENGLAND AREA,Y,N,30,1,1,WC,0,0,O,6,M,M,2,M,9,1,B,B,0,N,U,U,U,U,U,Y,1089,1004356
51,235,50,1,0,0,0,0,0,-4,-1,3,0,0,0,10,0,107,0,0,0,94,0,7,8,5,0,0,189,0,0,7,10,0,0,86,0,172,0,8,0,18,0,3,107,94,0,0,0,40,1,1,Y,B,N,6041,14872,2097,1976,14336,5843,52,377,154,237,104,52,275,120,51,C,CALIFORNIA NORTH AREA,Y,N,30,1,1,WC,0,0,O,3,M,B,1,M,4,1,C,N,0,N,U,U,U,U,U,Y,1196,1004359
17,8,17,0,0,0,0,0,0,8,0,0,0,0,0,3,0,8,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,2,0,1,0,1,0,0,8,5,0,0,1,34,1,1,Y,A,N,232,449,675,645,441,225,20,14,7,6,5,17,9,7,17,C,CHICAGO AREA,Y,N,30,1,1,WC,1,0,O,15,S,M,4,M,7,3,I,A,0,F,U,U,U,U,Y,Y,1026,1004365
257,1060,63,19,409,164,163,0,16,1116,253,7,0,3,0,39,0,238,0,83,0,191,0,1,3,2,29,0,530,1,287,47,61,8,40,223,0,710,1,39,0,107,0,10,238,192,0,5,1,36,2,2,N,BA,N,4341,14350,3254,3168,14092,4289,96,427,130,688,174,173,454,113,121,C,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,200,2,2,WCMB,1,0,O,5,M,A,3,M,4,2,I,N,0,N,U,U,U,U,U,Y,643,1004366
26,58,25,0,0,0,0,0,0,24,1,0,0,0,0,2,0,16,0,6,0,13,0,0,0,0,3,0,17,0,8,1,1,0,0,14,0,17,0,4,0,7,0,0,16,13,0,0,1,38,2,2,N,A,N,747,2093,1036,987,2000,721,27,56,20,50,25,26,69,27,26,S,GREAT LAKES AREA,Y,N,30,1,1,WC,1,1,O,7,S,M,5,M,9,1,C,A,0,N,U,U,U,U,Y,Y,1133,1004372
167,3038,80,5,405,77,77,0,5,-1517,-60,37,0,9,0,340,0,1381,0,657,0,1009,0,16,65,56,397,7,1195,0,1111,138,124,56,107,737,0,1170,0,783,0,1136,0,47,1381,1009,0,4,1,38,1,1,N,A,N,24451,47881,4973,4778,47482,24221,133,1319,673,3543,1554,187,2993,1431,241,U,NEW YORK CITY AREA,T,N,200,7,7,WCMB,0,0,O,2,S,M,6,M,9,2,I,A,0,I,U,U,U,U,U,Y,6,1004373
23,183,10,0,48,12,12,0,1,37,2,1,0,0,0,0,0,51,0,8,0,50,0,0,0,0,5,0,112,0,18,15,22,4,8,43,0,110,0,15,0,21,0,1,51,50,0,0,0,34,2,2,Y,A,N,1674,4476,1144,1094,4383,1640,34,137,51,171,58,23,147,52,18,S,NEW YORK CITY AREA,Y,N,30,2,2,WC,0,0,O,0,S,M,2,M,9,2,C,A,0,N,U,U,U,U,U,Y,1025,1004374
151,948,50,0,389,97,97,0,0,667,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,2,2,N,A,N,9982,23677,3021,2964,23643,9970,85,676,285,725,280,96,738,287,98,S,MIDWEST AREA,Y,R,100,2,2,WCMB,1,0,O,2,S,M,1,M,6,2,C,A,0,N,U,U,U,U,U,Y,314,1004380
147,1350,95,5,227,57,57,0,0,-285,-40,24,0,0,0,46,0,243,0,323,0,185,0,0,0,0,138,2,414,0,583,43,58,21,35,398,0,885,0,73,0,113,0,24,243,185,0,11,1,38,2,2,U,B,N,8673,23566,3152,3096,23506,8642,86,653,240,1445,513,160,1302,453,144,S,CALIFORNIA NORTH AREA,N,N,130,3,3,WCMB,0,0,O,1,S,S,1,M,6,1,C,A,0,H,U,U,U,U,U,Y,37,1004383
52,1142,62,0,0,0,0,0,0,111,0,8,0,2,0,98,0,206,0,35,0,99,0,0,0,0,22,1,924,0,78,7,4,2,2,73,0,303,0,53,0,699,0,9,206,99,0,0,1,38,1,1,N,A,N,2523,14934,1407,1370,14916,2513,53,574,97,1105,147,52,1173,151,53,S,NORTHWEST/ROCKY MOUNTAIN AREA,Y,N,150,3,3,WCMB,0,0,O,1,M,M,3,M,7,1,C,B,0,O,U,U,U,U,U,Y,505,1004384
41,131,44,0,0,0,0,0,0,-47,-6,3,0,1,0,4,0,43,0,18,0,36,0,1,8,7,13,0,39,0,12,13,12,2,3,34,0,40,0,16,0,11,0,4,43,36,0,0,1,36,1,1,U,A,N,5615,8300,1588,1548,8268,5592,47,251,169,147,96,43,244,160,48,U,NEW YORK CITY AREA,Y,N,150,2,2,WCMB,1,0,O,2,M,U,2,M,5,2,C,J,0,R,U,U,U,U,U,Y,129,1004385
80,1593,85,2,0,0,0,0,0,164,-1,27,0,6,0,52,0,411,0,116,0,334,0,0,1,1,68,1,895,0,224,68,72,20,60,234,0,645,0,196,0,474,0,33,411,334,0,6,0,36,3,3,Y,A,N,15790,42536,4620,4531,42196,15631,133,1241,460,1539,443,81,1459,430,81,U,GREAT LAKES AREA,Y,N,130,5,3,WCMB,1,1,O,2,S,U,2,M,6,3,C,A,0,Z,U,U,U,U,U,Y,473,1004388
40,479,45,0,14,5,5,0,0,39,13,2,0,3,0,22,1,125,1,25,0,99,0,7,11,7,11,0,337,0,52,7,7,0,0,76,0,210,0,47,0,179,0,5,126,99,0,0,0,38,2,1,U,A,N,2571,7353,1275,1239,7323,2557,34,203,71,466,104,36,470,113,43,T,HOUSTON AREA,T,N,100,3,3,WCMB,1,0,O,1,S,M,2,M,7,1,C,A,0,G,U,U,U,Y,U,Y,265,1004397
42,115,50,2,0,0,0,0,0,-14,0,4,0,0,0,0,0,33,0,3,0,29,0,1,2,2,1,0,78,0,11,13,30,1,2,23,0,77,0,8,0,12,0,4,33,29,0,0,1,38,1,1,N,A,N,1987,4870,1735,1704,4870,1987,46,132,54,120,36,42,127,46,45,S,NEW YORK CITY AREA,T,N,100,2,2,WCMB,0,0,O,8,S,M,2,M,9,1,I,A,0,R,U,U,U,U,U,Y,122,1004402
51,441,35,0,39,16,16,0,0,37,7,1,0,1,0,32,0,173,0,163,0,139,0,0,0,0,130,0,93,0,135,13,5,0,0,177,0,169,0,85,0,58,0,2,173,139,0,0,0,40,1,1,U,A,N,7577,10340,1536,1470,10152,7434,39,267,196,429,311,48,338,252,42,C,CALIFORNIA NORTH AREA,Y,N,30,1,1,WC,0,0,O,11,S,M,2,M,6,2,I,A,0,G,U,U,U,Y,U,Y,1193,1004403
57,481,45,0,50,17,17,0,1,-38,-14,2,0,1,0,6,0,65,0,34,0,56,0,0,0,0,8,0,136,0,162,9,4,5,7,58,0,161,0,32,0,136,0,3,65,56,0,1,0,38,2,2,U,A,N,2081,6996,1433,1389,6927,2064,39,192,57,494,114,61,437,92,52,C,CENTRAL/SOUTH TEXAS AREA,Y,N,200,3,2,WCMB,0,0,O,2,M,S,3,M,4,1,H,N,0,N,U,U,U,U,U,Y,257,1004406
62,736,70,0,29,12,12,0,0,-334,-10,2,0,2,0,20,0,150,0,39,0,126,0,0,1,1,18,0,542,0,184,42,43,1,1,85,0,294,0,79,0,432,0,4,150,126,0,1,1,36,1,1,N,A,N,2939,14589,2640,2538,14067,2858,77,426,87,847,161,66,666,140,122,C,DALLAS AREA,Y,N,30,1,1,WC,0,0,R,2,M,S,1,M,3,2,C,B,0,G,U,U,U,U,U,Y,1085,1004407
87,776,75,1,0,0,0,0,1,-382,-11,8,0,1,0,4,0,183,0,48,0,172,0,0,0,0,11,0,395,0,209,89,147,25,140,158,0,470,0,61,0,134,0,9,183,172,0,9,0,34,1,1,N,A,N,6676,22623,2257,2157,22361,6553,67,699,205,904,292,91,940,273,86,S,NEW YORK CITY AREA,Y,N,60,2,2,WCMB,1,1,O,5,S,M,4,M,9,2,I,A,0,G,U,U,U,U,U,Y,644,1004412
44,306,33,1,31,11,11,0,0,26,6,5,0,1,0,43,0,167,0,93,0,120,0,0,0,0,66,0,136,0,75,9,5,2,3,130,0,144,0,51,0,67,0,6,167,120,0,0,1,38,1,1,Y,A,N,3342,6328,1199,986,6327,3341,38,243,128,298,165,42,310,159,40,U,NEW ENGLAND AREA,Y,R,100,4,3,WCMB,0,0,O,6,S,A,3,M,5,2,I,A,0,U,U,U,Y,Y,U,Y,113,1004418
152,2410,85,4,277,69,69,0,0,234,30,12,0,17,0,47,0,528,0,186,0,456,0,1,4,4,80,0,1078,0,614,138,179,15,66,363,0,903,0,269,0,788,0,29,528,456,0,23,0,34,2,1,N,A,N,11919,42009,5199,5058,41351,11749,163,1334,379,2332,688,142,2475,700,197,S,SOUTH FLORIDA AREA,Y,N,150,4,3,WCMB,1,1,O,0,S,B,1,M,7,2,C,C,0,U,U,U,U,U,U,Y,188,1004422
42,192,30,0,1,0,0,0,0,53,-5,4,0,1,0,17,0,79,0,1,0,56,0,0,0,0,1,0,106,0,0,4,7,0,0,54,0,98,0,2,0,9,0,5,79,56,0,0,0,40,1,1,N,B,N,2427,8068,2366,2334,8068,2427,61,212,64,175,67,43,311,87,87,U,DC/MARYLAND/VIRGINIA AREA,Y,N,130,2,2,WCMB,1,1,O,2,M,A,3,M,1,3,I,N,0,N,U,U,U,U,U,Y,410,1004433
36,56,37,0,0,0,0,0,0,-56,0,1,0,2,0,9,0,34,0,7,0,22,0,0,0,0,5,0,17,0,4,2,3,1,1,15,0,11,0,13,0,11,0,3,34,22,0,1,1,36,2,2,U,A,N,4000,10718,1669,1588,10627,3953,47,313,116,74,47,36,256,149,36,S,CENTRAL/SOUTH TEXAS AREA,Y,N,30,2,1,WC,1,1,O,8,S,M,4,M,8,2,C,A,0,N,U,U,U,Y,Y,Y,764,1004434
36,255,35,0,0,0,0,0,0,-30,-1,0,0,3,0,9,0,83,0,22,0,71,0,3,9,7,8,0,114,0,63,21,42,6,25,54,0,120,0,39,0,57,0,3,83,71,0,1,0,40,1,1,Y,D,N,5750,13682,1853,1787,13305,5555,47,350,146,265,109,37,257,107,37,S,DALLAS AREA,Y,N,150,7,4,WCMB,1,0,O,12,M,S,1,M,6,1,C,B,0,G,U,U,U,U,U,Y,287,1004436
48,407,45,0,20,8,8,0,5,92,2,11,0,2,0,49,0,202,2,55,0,142,2,0,0,0,26,2,149,1,102,38,35,1,2,93,0,119,0,94,1,132,1,12,203,143,0,0,0,36,2,2,Y,A,N,3614,6897,1518,1478,6878,3601,44,202,106,376,205,47,362,193,53,T,GREAT LAKES AREA,T,N,100,3,2,WCMB,1,0,O,9,S,M,5,M,7,2,I,A,0,U,U,U,U,Y,Y,Y,92,1004446
27,62,25,2,0,0,0,0,0,-62,-2,3,0,3,0,10,0,42,0,6,0,27,0,0,0,0,3,0,28,0,5,6,3,0,0,18,0,19,0,14,0,14,0,6,42,27,0,0,0,34,1,1,N,B,N,1703,5920,1162,1120,5664,1633,35,177,51,83,50,27,104,58,31,R,CENTRAL/SOUTH TEXAS AREA,Y,N,130,2,2,WCMB,0,0,O,15,S,M,1,M,6,1,C,A,0,J,U,U,U,U,U,N,222,1004448
